URN,LA (code),EstablishmentNumber
106990,373,2033
106991,373,2036
106992,373,2040
106993,373,2047
106994,373,2058
106995,373,2060
106996,373,2063
106997,373,2070
106998,373,2071
106999,373,2072
107000,373,2079
107001,373,2080
107002,373,2081
107003,373,2083
107004,373,2087
107005,373,2363
107006,373,2092
107007,373,2093
107008,373,2095
107009,373,2100
107010,373,2101
107011,373,2106
107012,373,2107
107013,373,2109
107014,373,2110
107015,373,2111
107016,373,2114
107017,373,2115
107018,373,2120
107019,373,2129
107020,373,2131
107021,373,2132
107022,373,2133
107023,373,2139
107024,373,2203
107025,373,2206
107026,373,2213
107027,373,2214
107028,373,2217
107029,373,2221
107030,373,2226
107031,373,2227
107032,373,2230
107033,373,2233
107034,373,2235
107035,373,2239
107036,373,2241
107037,373,2246
107038,373,2252
107039,373,2257
107040,373,2261
107041,373,2263
107042,373,2265
107043,373,2272
107044,373,2274
107045,373,2275
107046,373,2279
107047,373,2281
107048,373,2283
107049,373,2292
107050,373,2294
107051,373,2296
107052,373,2297
107053,373,2298
107054,373,2302
107055,373,2303
107056,373,2305
107057,373,2306
107058,373,2309
107059,373,2311
107060,373,2312
107061,373,2313
107062,373,2315
107063,373,2318
107064,373,2319
107065,373,2321
107066,373,2322
107067,373,2323
107068,373,2324
107069,373,2325
107070,373,2326
107071,373,2327
107072,373,2328
107073,373,2329
107074,373,2330
107075,373,2332
107076,373,2333
107077,373,2334
107078,373,2335
107079,373,2336
107080,373,2337
107081,373,2338
107082,373,2339
107083,373,2340
107084,373,2341
107085,373,2342
107086,373,2343
107087,373,2344
107088,373,2345
107089,373,2346
107090,373,2347
107091,373,2348
107092,373,2349
107093,373,2350
107094,373,2351
107095,373,2352
107096,373,2353
107097,373,2354
107098,373,2356
107099,373,2357
107100,373,2358
107101,373,2359
107102,373,2360
107103,373,2361
107104,373,2362
107105,373,3008
107106,373,3010
107107,373,3428
107108,373,3304
107109,373,3305
107110,373,3313
107111,373,3401
107112,373,3402
107113,373,3406
107114,373,3407
107115,373,3412
107116,373,3414
107117,373,3422
107118,373,3423
107119,373,3424
107120,373,3426
107121,373,3427
107122,373,4002
107123,373,4212
107124,373,4215
107125,373,4219
107126,373,4225
107127,373,4228
107128,373,4229
107129,373,4230
107130,373,4233
107131,373,4234
107132,373,4236
107133,373,4239
107134,373,4248
107135,373,4252
107136,373,4253
107137,373,4254
107138,373,4256
107139,373,4257
107140,373,4259
107141,373,4260
107142,373,4270
107143,373,4271
107144,373,4272
107145,373,4275
107146,373,4276
107147,373,4277
107148,373,4278
107149,373,4279
107150,373,5200
107151,373,5201
107152,373,5202
107153,373,5203
107154,373,5204
107155,373,5205
107156,373,5206
107157,373,5207
107158,373,5208
107159,373,5400
107160,373,5401
107161,373,6000
107162,373,6001
107163,373,6005
107164,373,6010
107165,373,6017
107166,373,6021
107167,373,6026
107168,373,6027
107169,373,7010
107170,373,7012
107171,373,7013
107172,373,7014
107173,373,7015
107174,373,7018
107175,373,7020
107176,373,7021
107177,373,7023
107178,373,7024
107179,373,7025
107180,373,7026
107181,373,7028
107182,373,7036
107183,373,7037
107184,373,7038
107185,380,1000
107186,380,1001
107187,380,1002
107188,380,1008
107189,380,1009
107190,380,1010
107191,380,1100
107192,380,1101
107193,380,2001
107194,380,2004
107195,380,2005
107196,380,2006
107197,380,2009
107198,380,2011
107199,380,2015
107200,380,2016
107201,380,2019
107202,380,2020
107203,380,2024
107204,380,2027
107205,380,2029
107206,380,2033
107207,380,2034
107208,380,2036
107209,380,2038
107210,380,2040
107211,380,2041
107212,380,2043
107213,380,2044
107214,380,2047
107215,380,2048
107216,380,2051
107217,380,2052
107218,380,2054
107219,380,2055
107220,380,2057
107221,380,2058
107222,380,2060
107223,380,2061
107224,380,2062
107225,380,2064
107226,380,2065
107227,380,2066
107228,380,2067
107229,380,2068
107230,380,2071
107231,380,2072
107232,380,2073
107233,380,2074
107234,380,2075
107235,380,2077
107236,380,2078
107237,380,2081
107238,380,2084
107239,380,2086
107240,380,2087
107241,380,2090
107242,380,2093
107243,380,2094
107244,380,2095
107245,380,2097
107246,380,2100
107247,380,2101
107248,380,2102
107249,380,2103
107250,380,2107
107251,380,2108
107252,380,2110
107253,380,2111
107254,380,2112
107255,380,2113
107256,380,2114
107257,380,2115
107258,380,2117
107259,380,2120
107260,380,2121
107261,380,2123
107262,380,2124
107263,380,2126
107264,380,2127
107265,380,2128
107266,380,2130
107267,380,2132
107268,380,2134
107269,380,2135
107270,380,2140
107271,380,2142
107272,380,2145
107273,380,2146
107274,380,2147
107275,380,2148
107276,380,2149
107277,380,2150
107278,380,2153
107279,380,2154
107280,380,2157
107281,380,2166
107282,380,2167
107283,380,2168
107284,380,2169
107285,380,2170
107286,380,2173
107287,380,2174
107288,380,2175
107289,380,2177
107290,380,2178
107291,380,2179
107292,380,2180
107293,380,2182
107294,380,2183
107295,380,2184
107296,380,2185
107297,380,2186
107298,380,2187
107299,380,2192
107300,380,2193
107301,380,2194
107302,380,3000
107303,380,3013
107304,380,3016
107305,380,3021
107306,380,3022
107307,380,3023
107308,380,3024
107309,380,3026
107310,380,3027
107311,380,3028
107312,380,3030
107313,380,3031
107314,380,3032
107315,380,5208
107316,380,3034
107317,380,3035
107318,380,3300
107319,380,3301
107320,380,3304
107321,380,3308
107322,380,3310
107323,380,3313
107324,380,3333
107325,380,3334
107326,380,3335
107327,380,3338
107328,380,3341
107329,380,3347
107330,380,3349
107331,380,3350
107332,380,3351
107333,380,3352
107334,380,3353
107335,380,3354
107336,380,3355
107337,380,3360
107338,380,3362
107339,380,3363
107340,380,3365
107341,380,3366
107342,380,3367
107343,380,3368
107344,380,3369
107345,380,3370
107346,380,3371
107347,380,3372
107348,380,3373
107349,380,3375
107350,380,4001
107351,380,4002
107352,380,4003
107353,380,4005
107354,380,4008
107355,380,4009
107356,380,4011
107357,380,4014
107358,380,4016
107359,380,4018
107360,380,4020
107361,380,4022
107362,380,4031
107363,380,4033
107364,380,4034
107365,380,4035
107366,380,4036
107367,380,4037
107368,380,4041
107369,380,4042
107370,380,4044
107371,380,4045
107372,380,4046
107373,380,4049
107374,380,4050
107375,380,4051
107376,380,4052
107377,380,4053
107378,380,4054
107379,380,4055
107380,380,4056
107381,380,4057
107382,380,4058
107383,380,4059
107384,380,4060
107385,380,4063
107386,380,4064
107387,380,4065
107388,380,4066
107389,380,4067
107390,380,4068
107391,380,4069
107392,380,4070
107393,380,4071
107394,380,4072
107395,380,4074
107396,380,4076
107397,380,4077
107398,380,4078
107399,380,4079
107400,380,4080
107401,380,4082
107402,380,4083
107403,380,4084
107404,380,4088
107405,380,4089
107406,380,4090
107407,380,4091
107408,380,4095
107409,380,4096
107410,380,4097
107411,380,4098
107412,380,4099
107413,380,4100
107414,380,4101
107415,380,4102
107416,380,4103
107417,380,4104
107418,380,4105
107419,380,4106
107420,380,4107
107421,380,4502
107422,380,4510
107423,380,4600
107424,380,4601
107425,380,4602
107426,380,4605
107427,380,4609
107428,380,4610
107429,380,4611
107430,380,4612
107431,380,5200
107432,380,5201
107433,380,5202
107434,380,5203
107435,380,5204
107436,380,5205
107437,380,5206
107438,380,5207
107439,380,5400
107440,380,5401
107441,380,5402
107442,380,5403
107443,380,5404
107444,380,5405
107445,380,6000
107446,380,6002
107447,380,6006
107448,380,6016
107449,380,6017
107450,380,6060
107451,380,6080
107452,380,6093
107453,380,6101
107454,380,6102
107455,380,6103
107456,380,6105
107457,380,6106
107458,380,6107
